IM,DCR,P,Upper,Lower
2.4,1.6498773724528097,0.9612366049716924,0.9971557795904581,0.7779297389848232
2.4099999999999997,1.6565700518221014,0.9624204488009024,0.9972778019558879,0.7821550850028165
2.42,1.6632619982685037,0.9635698867929856,0.9973946025508826,0.7863164793128231
2.4299999999999997,1.6699532149004066,0.9646858299084746,0.9975064025002871,0.7904143219434352
2.44,1.6766437048002818,0.9657691694326849,0.9976134137730462,0.7944490322337342
2.4499999999999997,1.6833334710250014,0.9668207771723685,0.9977158395456037,0.7984210478724492
2.46,1.6900225166061558,0.967841505663893,0.997813874551994,0.8023308239570413
2.4699999999999998,1.6967108445503642,0.9688321883919554,0.9979077054210367,0.8061788320730052
2.48,1.7033984578395809,0.9697936400178816,0.9979975110010341,0.8099655593936348
2.4899999999999998,1.7100853594313947,0.9707266566166174,0.9980834626723679,0.8136915078004571
2.5,1.716771552259328,0.9716320159215501,0.9981657246483823,0.8173571930244954
2.51,1.7234570392331248,0.9725104775763495,0.9982444542649308,0.8209631438084749
2.52,1.73014182323904,0.9733627833930547,0.9983198022589622,0.8245099010900592
2.53,1.7368259071401198,0.9741896576156768,0.9983919130365051,0.8279980172061525
2.54,1.74350929377648,0.9749918071886186,0.9984609249304076,0.8314280551182858
2.55,1.7501919859655801,0.9757699220292607,0.9985269704481805,0.8348005876590564
2.56,1.75687398650249,0.9765246753040876,0.9985901765102779,0.8381161967995732
2.57,1.7635552981601568,0.9772567237077703,0.9986506646791494,0.8413754729378213
2.5799999999999996,1.7702359236896636,0.9779667077446521,0.9987085513793817,0.8445790142078402
2.59,1.7769158658204882,0.9786552520121155,0.9987639481092432,0.8477274258095788
2.5999999999999996,1.7835951272607518,0.9793229654853405,0.9988169616439359,0.8508213193592706
2.61,1.7902737106974727,0.9799704418029939,0.998867694230849,0.8538613122601529
2.6199999999999997,1.796951618796806,0.9805982595534165,0.9989162437771026,0.856848027093322
2.63,1.803628854204288,0.981206982560904,0.9989627040296591,0.8597820910285177
2.6399999999999997,1.8103054195450712,0.9817971601717008,0.999007164748273,0.8626641352545901
2.65,1.81698131742416,0.9823693275393558,0.999049711871542,0.8654947944294077
2.6599999999999997,1.8236565504266395,0.9829240059091068,0.9990904276763131,0.8682747061489311
2.67,1.8303311211179019,0.9834617029009873,0.9991293909306905,0.871004510435181
2.6799999999999997,1.8370050320438711,0.9839829127913718,0.9991666770408844,0.8736848492428047
2.69,1.843678285731221,0.9844881167926922,0.9992023581921294,0.8763163659839408
2.6999999999999997,1.8503508846875922,0.9849777833310824,0.9992365034839007,0.8788997050710696
2.71,1.8570228314018078,0.9854523683217254,0.9992691790596392,0.8814355114775314
2.7199999999999998,1.863694128344079,0.9859123154416929,0.9993004482311982,0.8839244303153786
2.73,1.8703647779662171,0.9863580564000892,0.999330371598213,0.886367106430234
2.7399999999999998,1.8770347827018332,0.9867900112053243,0.9993590071625871,0.8887641840128115
2.75,1.8837041449665428,0.987208588429356,0.9993864104382865,0.8911163062267528
2.76,1.8903728671581608,0.9876141854687585,0.9994126345566215,0.8934241148524327
2.77,1.8970409516568987,0.9880071888024866,0.9994377303671939,0.8956882499463817
2.78,1.9037084008255565,0.9883879742462183,0.9994617465346771,0.8979093495159672
2.79,1.910375217009712,0.9887569072031704,0.9994847296315955,0.9000880492089797
2.8,1.9170414025379066,0.9891143429112977,0.9995067242272582,0.9022249820177648
2.81,1.923706959721832,0.9894606266867894,0.9995277729730007,0.9043207779975437
2.82,1.9303718908565084,0.9897960941637948,0.9995479166838817,0.9063760639985614
2.8299999999999996,1.9370361982204671,0.9901210715303178,0.9995671944169738,0.9083914634117085
2.84,1.9436998840759234,0.9904358757602258,0.9995856435463882,0.9103675959272564
2.8499999999999996,1.9503629506689526,0.9907408148413316,0.9996032998351598,0.9123050773063542
2.86,1.9570254002296603,0.9910361879995142,0.9996201975041231,0.9142045191649324
2.8699999999999997,1.9636872349723518,0.9913222859188504,0.9996363692978975,0.9160665287696631
2.88,1.9703484570956995,0.9915993909577386,0.9996518465481002,0.9178917088456312
2.8899999999999997,1.9770090687829047,0.9918677773610006,0.9996666592339001,0.9196806573953689
2.9,1.9836690722018626,0.9921277114679578,0.9996808360400177,0.9214339675289167
2.9099999999999997,1.990328469505321,0.9923794519164767,0.9996944044122791,0.923152227304572
2.92,1.9969872628310361,0.992623249842995,0.9997073906108219,0.9248360195799903
2.9299999999999997,2.0036454543019304,0.9928593490785319,0.999719819761049,0.9264859218733165
2.94,2.0103030460262445,0.9930879863407034,0.9997317159024242,0.9281025062340171
2.9499999999999997,2.016960040097688,0.993309391421758,0.9997431020351977,0.9296863391230972
2.96,2.0236164385955906,0.9935237873726587,0.9997540001651473,0.9312379813023879
2.9699999999999998,2.0302722435850455,0.993731390683238,0.9997644313464163,0.9327579877325946
2.98,2.036927457117059,0.9939324114584569,0.9997744157225295,0.9342469074798045
2.9899999999999998,2.043582081228688,0.9941270535908019,0.9997839725656589,0.9357052836301545
3.0,2.050236117943188,0.9943155149288565,0.9997931203142174,0.937133653212366
3.01,2.0568895692701457,0.9944979874420892,0.9998018766088449,0.9385325471278622
3.02,2.063542437205621,0.994674657381897,0.9998102583268572,0.939902490088186
3.03,2.0701947237322798,0.9948457054389511,0.9998182816152212,0.9412440005594432
3.04,2.0768464308195305,0.9950113068968914,0.9998259619221178,0.9425575907135019
3.05,2.083497560423652,0.9951716317824156,0.999833314027152,0.9438437663856839
3.06,2.090148114487929,0.9953268450118157,0.9998403520702679,0.9451030270386958
3.07,2.0967980949427756,0.9954771065340111,0.9998470895794214,0.9463358657325386
3.08,2.1034475037058664,0.9956225714701321,0.9998535394970652,0.9475427691001626
3.09,2.1100963426822577,0.9957633902497061,0.9998597142054944,0.9487242173286166
3.0999999999999996,2.116744613764515,0.9958997087435019,0.999865625551101,0.9498806841454677
3.11,2.1233923188328316,0.9960316683930881,0.9998712848675866,0.9510126368102563
3.1199999999999997,2.130039459755151,0.9961594063371594,0.9998767029981718,0.9521205361107713
3.13,2.136686038387285,0.9962830555346895,0.9998818903168507,0.9532048363639253
3.1399999999999997,2.143332056573031,0.996402744884966,0.9998868567487277,0.9542659854210209
3.15,2.1499775161442893,0.9965185993445661,0.999891611789476,0.9553044246772068
3.1599999999999997,2.156622418921174,0.9966307400413282,0.9998961645239571,0.9563205890849206
3.17,2.1632667667121286,0.9967392843853801,0.9999005236440345,0.9573149071711299
3.1799999999999997,2.1699105613140373,0.9968443461772774,0.9999046974656179,0.9582878010581831
3.19,2.176553804512334,0.9969460357133136,0.9999086939449707,0.9592396864880872
3.1999999999999997,2.1831964980811103,0.997044459888057,0.9999125206943109,0.9601709728500378
3.21,2.1898386437832267,0.9971397222941705,0.9999161849967374,0.9610820632110321
3.2199999999999998,2.1964802433704125,0.9972319233195744,0.9999196938205093,0.9619733543493952
3.23,2.203121298583375,0.9973211602420061,0.9999230538327072,0.9628452367910652
3.2399999999999998,2.209761811151901,0.9974075273210327,0.9999262714123022,0.9636980948484768
3.25,2.2164017827949594,0.9974911158875743,0.9999293526626577,0.9645323066618975
3.26,2.223041215220801,0.9975720144309915,0.9999323034234896,0.9653482442430694
3.27,2.2296801101270596,0.9976503086837915,0.9999351292823075,0.9661462735210162
3.28,2.2363184692008478,0.9977260817040073,0.9999378355853595,0.9669267543898821
3.29,2.242956294118857,0.9977994139553049,0.9999404274481012,0.967690040758669
3.3,2.2495935865474515,0.9978703833848678,0.9999429097652109,0.9684364806027494
3.31,2.2562303481427617,0.9979390654991147,0.9999452872201698,0.9691664160170299
3.32,2.262866580550782,0.9980055334372991,0.9999475642944253,0.9698801832706505
3.33,2.2695022854074596,0.9980698580430429,0.9999497452761568,0.9705781128631059
3.34,2.276137464338787,0.9981321079338525,0.9999518342686603,0.9712605295816801
3.3499999999999996,2.282772118960891,0.9981923495686691,0.9999538351983689,0.9719277525600899
3.36,2.2894062508801256,0.9982506473134981,0.9999557518225237,0.9725800953382361
3.3699999999999997,2.296039861693154,0.9983070635051687,0.9999575877365126,0.9732178659229662
3.38,2.302672952987041,0.9983616585132674,0.9999593463808881,0.9738413668497558
3.3899999999999997,2.309305526339337,0.9984144908002941,0.9999610310480821,0.974450895245218
3.4,2.3159375833181617,0.998465616980083,0.9999626448888266,0.975046742890358
3.4099999999999997,2.3225691254822896,0.998515091874536,0.9999641909182964,0.9756291962844871
3.42,2.329200154381233,0.9985629685687095,0.9999656720219842,0.9761985367097206
3.4299999999999997,2.335830671555322,0.9986092984642976,0.9999670909613197,0.976755040295982
3.44,2.3424606785357898,0.998654131331555,0.9999684503790454,0.9772989780864431
3.4499999999999997,2.3490901768448462,0.9986975153596991,0.9999697528043567,0.9778306161033284
3.46,2.355719167995764,0.9987394972058319,0.9999710006578204,0.9783502154140216
3.4699999999999998,2.3623476534929506,0.9987801220424218,0.9999721962560776,0.9788580321974065
3.48,2.3689756348320308,0.9988194336033823,0.9999733418163426,0.9793543178103872
3.4899999999999998,2.375603113499919,0.9988574742287867,0.9999744394607065,0.9798393188545248
3.5,2.3822300909748977,0.9988942849082548,0.9999754912202529,0.980313277242741
3.51,2.3888565687266894,0.9989299053230488,0.9999764990389945,0.9807764302660328
3.52,2.3954825482165334,0.9989643738869115,0.9999774647776395,0.9812290106601507
3.53,2.402108030897256,0.998997727785684,0.9999783902171925,0.9816712466721922
3.54,2.4087330182133453,0.9990300030157346,0.9999792770624005,0.9821033621270674
3.55,2.415357511601019,0.9990612344212327,0.999980126945048,0.9825255764937915
3.56,2.4219815124882995,0.9990914557302991,0.9999809414271088,0.9829381049515676
3.57,2.4286050222950775,0.9991206995900659,0.9999817220037612,0.9833411584556186
3.58,2.4352280424331885,0.9991489976006738,0.9999824701062722,0.9837349438027335
3.59,2.4418505743064736,0.9991763803482393,0.9999831871047555,0.9841196636964946
3.5999999999999996,2.4484726193108517,0.9992028774368202,0.9999838743108109,0.984495516812152
3.61,2.455094178834384,0.9992285175194068,0.9999845329800476,0.9848626978611165
3.6199999999999997,2.461715254257341,0.9992533283279674,0.9999851643144991,0.9852213976550426
3.63,2.468335846952266,0.9992773367025768,0.9999857694649321,0.9855718031694732
3.6399999999999997,2.4749559582840406,0.9993005686196503,0.9999863495330564,0.9859140976070226
3.65,2.48157558960995,0.9993230492193134,0.9999869055736373,0.9862484604600744
3.6599999999999997,2.4881947422797417,0.9993448028319281,0.9999874385965178,0.9865750675729704
3.67,2.4948134176356933,0.9993658530038039,0.999987949568552,0.9868940912036732
3.6799999999999997,2.5014316170126683,0.999386222522115,0.9999884394154546,0.9872057000848805
3.69,2.508049341738183,0.9994059334390469,0.9999889090235712,0.9875100594845763
3.6999999999999997,2.514666593132461,0.999425007095197,0.9999893592415704,0.9878073312659992
3.71,2.5212833725084973,0.999443464142248,0.9999897908820635,0.9880976739470173
