0.2741441466448139,0.0
0.2741441466448139,0.04
0.28269814965105733,0.04
0.28269814965105733,0.08
0.30515236484580477,0.08
0.30515236484580477,0.12
0.30952131878382716,0.12
0.30952131878382716,0.16
0.3154930395187495,0.16
0.3154930395187495,0.2
0.31971494785526505,0.2
0.31971494785526505,0.24
0.320290696833358,0.24
0.320290696833358,0.28
0.3260394159797255,0.28
0.3260394159797255,0.32
0.33246397132360384,0.32
0.33246397132360384,0.36
0.3539471815751455,0.36
0.3539471815751455,0.4
0.3565295010392981,0.4
0.3565295010392981,0.44
0.3618561420384092,0.44
0.3618561420384092,0.48
0.36441556775408007,0.48
0.36441556775408007,0.52
0.4091526416333172,0.52
0.4091526416333172,0.56
0.41079414138531956,0.56
0.41079414138531956,0.6
0.42762798406950847,0.6
0.42762798406950847,0.64
0.431981954708631,0.64
0.431981954708631,0.68
0.4501894404714806,0.68
0.4501894404714806,0.72
0.46549740582881605,0.72
0.46549740582881605,0.76
0.5190347630962987,0.76
0.5190347630962987,0.8
0.6001458243332594,0.8
0.6001458243332594,0.84
0.6095975391513928,0.84
0.6095975391513928,0.88
0.6097633670390202,0.88
0.6097633670390202,0.92
0.6162547502591021,0.92
0.6162547502591021,0.96
0.7668291696991553,0.96
0.7668291696991553,1.0
